SRG,MCP,Version
field_1185_d,field_1185_d,Alpha 1.2.6
field_1186_c,field_1186_c,Alpha 1.2.6
field_1187_b,yCoord,Alpha 1.2.6
field_1188_a,xCoord,Alpha 1.2.6
field_1189_d,permutations,Alpha 1.2.6
field_1190_c,zCoord,Alpha 1.2.6
field_1191_b,field_1191_b,Alpha 1.2.6
field_1192_a,generatorCollection,Alpha 1.2.6
field_1193_a,field_1193_a,Alpha 1.2.6
field_1194_b,field_1194_b,Alpha 1.2.6
field_1195_a,field_1195_a,Alpha 1.2.6
field_1196_c,field_1196_c,Alpha 1.2.6
field_1197_a,field_1197_a,Alpha 1.2.6
field_1198_a,field_1198_a,Alpha 1.2.6
field_1199_b,createIfNecessary,Alpha 1.2.6
field_1200_a,saveDir,Alpha 1.2.6
field_1201_b,field_1201_b,Alpha 1.2.6
field_1202_a,field_1202_a,Alpha 1.2.6
field_1203_g,field_1203_g,Alpha 1.2.6
field_1204_f,field_1204_f,Alpha 1.2.6
field_1205_e,field_1205_e,Alpha 1.2.6
field_1206_d,field_1206_d,Alpha 1.2.6
field_1207_c,field_1207_c,Alpha 1.2.6
field_1208_b,rand,Alpha 1.2.6
field_1209_a,field_1209_a,Alpha 1.2.6
field_1210_g,field_1210_g,Alpha 1.2.6
field_1211_f,worldClient,Alpha 1.2.6
field_1212_e,mc,Alpha 1.2.6
field_1213_d,netManager,Alpha 1.2.6
field_1214_c,disconnected,Alpha 1.2.6
field_1215_b,buffer,Alpha 1.2.6
field_1216_a,location,Alpha 1.2.6
field_1217_c,imageData,Alpha 1.2.6
field_1218_p,field_1218_p,Alpha 1.2.6
field_1220_n,field_1220_n,Alpha 1.2.6
field_1221_m,field_1221_m,Alpha 1.2.6
field_1222_l,field_1222_l,Alpha 1.2.6
field_1223_k,options,Alpha 1.2.6
field_12235_b,field_12235_b,Alpha 1.2.6
field_12236_a,field_12236_a,Alpha 1.2.6
field_12237_e,field_12237_e,Alpha 1.2.6
field_12238_d,field_12238_d,Alpha 1.2.6
field_12239_c,field_12239_c,Alpha 1.2.6
field_1224_j,field_1224_j,Alpha 1.2.6
field_12240_bw,field_12240_bw,Alpha 1.2.6
field_12241_e,field_12241_e,Alpha 1.2.6
field_12242_bI,field_12242_bI,Alpha 1.2.6
field_12249_i,field_12249_i,Alpha 1.2.6
field_1225_i,field_1225_i,Alpha 1.2.6
field_12250_h,field_12250_h,Alpha 1.2.6
field_12251_g,field_12251_g,Alpha 1.2.6
field_12252_f,field_12252_f,Alpha 1.2.6
field_12253_e,field_12253_e,Alpha 1.2.6
field_12254_d,field_12254_d,Alpha 1.2.6
field_12255_c,field_12255_c,Alpha 1.2.6
field_12256_b,field_12256_b,Alpha 1.2.6
field_12257_a,field_12257_a,Alpha 1.2.6
field_12258_e,field_12258_e,Alpha 1.2.6
field_12259_z,field_12259_z,Alpha 1.2.6
field_1226_h,field_1226_h,Alpha 1.2.6
field_1227_g,worldObj,Alpha 1.2.6
field_1229_e,renderEngine,Alpha 1.2.6
field_1230_d,field_1230_d,Alpha 1.2.6
field_1231_c,field_1231_c,Alpha 1.2.6
field_1232_b,field_1232_b,Alpha 1.2.6
field_1233_a,instance,Alpha 1.2.6
field_1234_i,field_1234_i,Alpha 1.2.6
field_1235_h,field_1235_h,Alpha 1.2.6
field_1236_g,field_1236_g,Alpha 1.2.6
field_1237_f,field_1237_f,Alpha 1.2.6
field_1238_e,field_1238_e,Alpha 1.2.6
field_1239_d,field_1239_d,Alpha 1.2.6
field_1240_c,field_1240_c,Alpha 1.2.6
field_1241_b,field_1241_b,Alpha 1.2.6
field_1242_a,field_1242_a,Alpha 1.2.6
field_1243_l,field_1243_l,Alpha 1.2.6
field_1244_k,field_1244_k,Alpha 1.2.6
field_1245_m,field_1245_m,Alpha 1.2.6
field_1246_j,field_1246_j,Alpha 1.2.6
field_1247_i,field_1247_i,Alpha 1.2.6
field_1248_h,field_1248_h,Alpha 1.2.6
field_1249_g,field_1249_g,Alpha 1.2.6
field_1250_f,field_1250_f,Alpha 1.2.6
field_1251_e,field_1251_e,Alpha 1.2.6
field_1252_d,field_1252_d,Alpha 1.2.6
field_1253_c,field_1253_c,Alpha 1.2.6
field_1254_b,field_1254_b,Alpha 1.2.6
field_1255_a,field_1255_a,Alpha 1.2.6
field_1256_a,field_1256_a,Alpha 1.2.6
field_1257_b,field_1257_b,Alpha 1.2.6
field_1258_a,field_1258_a,Alpha 1.2.6
field_1259_d,field_1259_d,Alpha 1.2.6
field_1260_c,field_1260_c,Alpha 1.2.6
field_1261_i,leg4,Alpha 1.2.6
field_1262_h,leg3,Alpha 1.2.6
field_1263_g,leg2,Alpha 1.2.6
field_1264_f,leg1,Alpha 1.2.6
field_1265_e,body,Alpha 1.2.6
field_1266_d,head,Alpha 1.2.6
field_1267_b,horn1,Alpha 1.2.6
field_1268_a,udders,Alpha 1.2.6
field_1269_c,horn2,Alpha 1.2.6
field_1270_b,unusedModel,Alpha 1.2.6
field_1271_a,head,Alpha 1.2.6
field_1272_g,leg4,Alpha 1.2.6
field_1273_f,leg3,Alpha 1.2.6
field_1274_e,leg2,Alpha 1.2.6
field_1275_d,leg1,Alpha 1.2.6
field_1276_c,body,Alpha 1.2.6
field_1277_j,field_1277_j,Alpha 1.2.6
field_1278_i,field_1278_i,Alpha 1.2.6
field_1279_h,field_1279_h,Alpha 1.2.6
field_1280_g,bipedLeftLeg,Alpha 1.2.6
field_1281_f,bipedRightLeg,Alpha 1.2.6
field_1282_e,bipedLeftArm,Alpha 1.2.6
field_1283_d,bipedRightArm,Alpha 1.2.6
field_1284_c,field_1284_c,Alpha 1.2.6
field_1285_b,field_1285_b,Alpha 1.2.6
field_1286_a,bipedHead,Alpha 1.2.6
field_1287_a,field_1287_a,Alpha 1.2.6
field_1288_b,field_1288_b,Alpha 1.2.6
field_1289_a,field_1289_a,Alpha 1.2.6
field_1290_h,field_1290_h,Alpha 1.2.6
field_1291_g,field_1291_g,Alpha 1.2.6
field_1292_f,field_1292_f,Alpha 1.2.6
field_1293_e,field_1293_e,Alpha 1.2.6
field_1294_d,field_1294_d,Alpha 1.2.6
field_1295_c,field_1295_c,Alpha 1.2.6
field_1296_b,updateCounter,Alpha 1.2.6
field_1297_a,message,Alpha 1.2.6
field_1298_b,field_1298_b,Alpha 1.2.6
field_1299_a,field_1299_a,Alpha 1.2.6
field_1300_g,field_1300_g,Alpha 1.2.6
field_1301_f,field_1301_f,Alpha 1.2.6
field_1302_e,field_1302_e,Alpha 1.2.6
field_1303_d,field_1303_d,Alpha 1.2.6
field_1304_c,field_1304_c,Alpha 1.2.6
field_1305_b,field_1305_b,Alpha 1.2.6
field_1306_a,field_1306_a,Alpha 1.2.6
field_1307_b,charWidth,Alpha 1.2.6
field_1308_a,field_1308_a,Alpha 1.2.6
field_1309_d,buffer,Alpha 1.2.6
field_1310_c,field_1310_c,Alpha 1.2.6
field_1311_b,field_1311_b,Alpha 1.2.6
field_1312_a,field_1312_a,Alpha 1.2.6
field_1313_d,mainMenu,Alpha 1.2.6
field_1314_c,field_1314_c,Alpha 1.2.6
field_1316_v,clay,Alpha 1.2.6
field_1317_u,cactus,Alpha 1.2.6
field_1318_t,builtSnow,Alpha 1.2.6
field_1319_s,snow,Alpha 1.2.6
field_1320_r,ice,Alpha 1.2.6
field_1322_p,tnt,Alpha 1.2.6
field_1324_n,circuits,Alpha 1.2.6
field_1325_m,sand,Alpha 1.2.6
field_1326_l,fire,Alpha 1.2.6
field_1328_j,sponge,Alpha 1.2.6
field_1329_i,plants,Alpha 1.2.6
field_1331_g,lava,Alpha 1.2.6
field_1332_f,water,Alpha 1.2.6
field_1333_e,iron,Alpha 1.2.6
field_1334_d,rock,Alpha 1.2.6
field_1335_c,wood,Alpha 1.2.6
field_1336_b,ground,Alpha 1.2.6
field_1337_a,air,Alpha 1.2.6
field_1340_d,field_1340_d,Alpha 1.2.6
field_1342_b,imageWidth,Alpha 1.2.6
field_1343_a,imageData,Alpha 1.2.6
field_1344_c,imageHeight,Alpha 1.2.6
field_1345_b,field_1345_b,Alpha 1.2.6
field_1346_a,field_1346_a,Alpha 1.2.6
field_1347_b,worldObj,Alpha 1.2.6
field_1348_a,field_1348_a,Alpha 1.2.6
field_1349_h,field_1349_h,Alpha 1.2.6
field_1350_g,field_1350_g,Alpha 1.2.6
field_1351_f,field_1351_f,Alpha 1.2.6
field_1352_e,field_1352_e,Alpha 1.2.6
field_1353_d,field_1353_d,Alpha 1.2.6
field_1354_c,field_1354_c,Alpha 1.2.6
field_1356_a,mc,Alpha 1.2.6
field_1357_e,field_1357_e,Alpha 1.2.6
field_1360_b,yCoord,Alpha 1.2.6
field_1361_a,xCoord,Alpha 1.2.6
field_1362_g,tickEntryID,Alpha 1.2.6
field_1363_f,nextTickEntryID,Alpha 1.2.6
field_1364_e,scheduledTime,Alpha 1.2.6
field_1365_d,blockID,Alpha 1.2.6
field_1366_c,zCoord,Alpha 1.2.6
field_1367_b,scaledWidth,Alpha 1.2.6
field_1368_a,scaleFactor,Alpha 1.2.6
field_1369_c,scaledHeight,Alpha 1.2.6
field_1370_b,keyCode,Alpha 1.2.6
field_1371_a,keyDescription,Alpha 1.2.6
field_1372_i,timeSyncAdjustment,Alpha 1.2.6
field_1373_h,lastSyncHRClock,Alpha 1.2.6
field_1374_g,lastSyncSysClock,Alpha 1.2.6
field_1375_f,lastHRTime,Alpha 1.2.6
field_1376_e,elapsedPartialTicks,Alpha 1.2.6
field_1377_d,timerSpeed,Alpha 1.2.6
field_1378_c,renderPartialTicks,Alpha 1.2.6
field_1379_b,elapsedTicks,Alpha 1.2.6
field_1380_a,ticksPerSecond,Alpha 1.2.6
field_1381_o,field_1381_o,Alpha 1.2.6
field_1382_n,field_1382_n,Alpha 1.2.6
field_1383_m,field_1383_m,Alpha 1.2.6
field_1384_l,field_1384_l,Alpha 1.2.6
field_1385_k,field_1385_k,Alpha 1.2.6
field_1386_j,field_1386_j,Alpha 1.2.6
field_1387_i,field_1387_i,Alpha 1.2.6
field_1388_h,mc,Alpha 1.2.6
field_1392_d,field_1392_d,Alpha 1.2.6
field_1393_c,field_1393_c,Alpha 1.2.6
field_1394_b,field_1394_b,Alpha 1.2.6
field_1395_a,field_1395_a,Alpha 1.2.6
field_1396_o,displayList,Alpha 1.2.6
field_1397_n,compiled,Alpha 1.2.6
field_1398_m,textureOffsetY,Alpha 1.2.6
field_1399_l,textureOffsetX,Alpha 1.2.6
field_1400_k,faces,Alpha 1.2.6
field_1401_j,corners,Alpha 1.2.6
field_1402_i,field_1402_i,Alpha 1.2.6
field_1403_h,field_1403_h,Alpha 1.2.6
field_1404_g,mirror,Alpha 1.2.6
field_1405_f,rotateAngleZ,Alpha 1.2.6
field_1406_e,rotateAngleY,Alpha 1.2.6
field_1407_d,walkingRangeOfMotion,Alpha 1.2.6
field_1408_c,offsetZ,Alpha 1.2.6
field_1409_b,offsetY,Alpha 1.2.6
field_1410_a,offsetX,Alpha 1.2.6
field_1412_b,field_1412_b,Alpha 1.2.6
field_1413_b,signModel,Alpha 1.2.6
field_1414_S,field_1414_S,Alpha 1.2.6
field_1415_R,field_1415_R,Alpha 1.2.6
field_1416_Q,field_1416_Q,Alpha 1.2.6
field_1417_P,field_1417_P,Alpha 1.2.6
field_1418_O,field_1418_O,Alpha 1.2.6
field_1419_N,field_1419_N,Alpha 1.2.6
field_1420_M,field_1420_M,Alpha 1.2.6
field_1421_L,field_1421_L,Alpha 1.2.6
field_1422_K,field_1422_K,Alpha 1.2.6
field_1423_J,field_1423_J,Alpha 1.2.6
field_1424_I,field_1424_I,Alpha 1.2.6
field_1425_H,field_1425_H,Alpha 1.2.6
field_1426_G,field_1426_G,Alpha 1.2.6
field_1427_F,field_1427_F,Alpha 1.2.6
field_1428_E,field_1428_E,Alpha 1.2.6
field_1429_D,field_1429_D,Alpha 1.2.6
field_1430_C,field_1430_C,Alpha 1.2.6
field_1431_B,field_1431_B,Alpha 1.2.6
field_1432_A,field_1432_A,Alpha 1.2.6
field_1433_z,field_1433_z,Alpha 1.2.6
field_1434_y,field_1434_y,Alpha 1.2.6
field_1435_x,field_1435_x,Alpha 1.2.6
field_1436_w,field_1436_w,Alpha 1.2.6
field_1437_v,field_1437_v,Alpha 1.2.6
field_1438_u,field_1438_u,Alpha 1.2.6
field_1439_t,mc,Alpha 1.2.6
field_1440_s,field_1440_s,Alpha 1.2.6
field_1441_r,field_1441_r,Alpha 1.2.6
field_1442_q,field_1442_q,Alpha 1.2.6
field_1443_p,field_1443_p,Alpha 1.2.6
field_1444_o,field_1444_o,Alpha 1.2.6
field_1445_n,field_1445_n,Alpha 1.2.6
field_1446_m,field_1446_m,Alpha 1.2.6
field_1447_l,renderEngine,Alpha 1.2.6
field_1448_k,worldObj,Alpha 1.2.6
field_1449_j,field_1449_j,Alpha 1.2.6
field_1450_i,field_1450_i,Alpha 1.2.6
field_1451_h,field_1451_h,Alpha 1.2.6
field_1452_g,field_1452_g,Alpha 1.2.6
field_1453_f,field_1453_f,Alpha 1.2.6
field_1454_e,field_1454_e,Alpha 1.2.6
field_1455_d,field_1455_d,Alpha 1.2.6
field_1456_c,field_1456_c,Alpha 1.2.6
field_1457_b,field_1457_b,Alpha 1.2.6
field_1458_a,field_1458_a,Alpha 1.2.6
field_1459_t,chunkDataSendCounter,Alpha 1.2.6
field_1460_s,sendQueueByteLength,Alpha 1.2.6
field_1461_r,timeSinceLastRead,Alpha 1.2.6
field_1462_q,terminationReason,Alpha 1.2.6
field_1463_p,isTerminating,Alpha 1.2.6
field_1464_o,readThread,Alpha 1.2.6
field_1465_n,writeThread,Alpha 1.2.6
field_1466_m,isServerTerminating,Alpha 1.2.6
field_1467_l,netHandler,Alpha 1.2.6
field_1468_k,chunkDataPackets,Alpha 1.2.6
field_1469_j,dataPackets,Alpha 1.2.6
field_1470_i,readPackets,Alpha 1.2.6
field_1471_h,isRunning,Alpha 1.2.6
field_1472_g,socketOutputStream,Alpha 1.2.6
field_1473_f,socketInputStream,Alpha 1.2.6
field_1474_e,networkSocket,Alpha 1.2.6
field_1475_d,sendQueueLock,Alpha 1.2.6
field_1476_c,numWriteThreads,Alpha 1.2.6
field_1477_b,numReadThreads,Alpha 1.2.6
field_1478_a,threadSyncObject,Alpha 1.2.6
field_1485_z,vboIndex,Alpha 1.2.6
field_1486_y,vertexBuffers,Alpha 1.2.6
field_1487_x,useVBO,Alpha 1.2.6
field_1488_w,isDrawing,Alpha 1.2.6
field_1489_v,normal,Alpha 1.2.6
field_1490_u,zOffset,Alpha 1.2.6
field_1491_t,yOffset,Alpha 1.2.6
field_1492_s,xOffset,Alpha 1.2.6
field_1493_r,drawMode,Alpha 1.2.6
field_1494_B,bufferSize,Alpha 1.2.6
field_1495_q,isColorDisabled,Alpha 1.2.6
field_1496_A,vboCount,Alpha 1.2.6
field_1497_p,addedVertices,Alpha 1.2.6
field_1498_o,rawBufferIndex,Alpha 1.2.6
field_1499_n,hasNormals,Alpha 1.2.6
field_1500_m,hasTexture,Alpha 1.2.6
field_1501_l,hasColor,Alpha 1.2.6
field_1502_k,color,Alpha 1.2.6
field_1503_j,textureV,Alpha 1.2.6
field_1504_i,textureU,Alpha 1.2.6
field_1505_h,vertexCount,Alpha 1.2.6
field_1506_g,rawBuffer,Alpha 1.2.6
field_1507_f,floatBuffer,Alpha 1.2.6
field_1508_e,intBuffer,Alpha 1.2.6
field_1509_d,byteBuffer,Alpha 1.2.6
field_1510_c,tryVBO,Alpha 1.2.6
field_1511_b,convertQuadsToTriangles,Alpha 1.2.6
field_1512_a,instance,Alpha 1.2.6
field_1513_b,codec,Alpha 1.2.6
field_1514_a,buffer,Alpha 1.2.6
field_1515_d,inputStream,Alpha 1.2.6
field_1516_c,hash,Alpha 1.2.6
field_1517_b,field_1517_b,Alpha 1.2.6
field_1518_a,field_1518_a,Alpha 1.2.6
field_1522_s,lastSaveTime,Alpha 1.2.6
field_1523_r,hasEntities,Alpha 1.2.6
field_15231_a,field_15231_a,Alpha 1.2.6
field_15235_a,field_15235_a,Alpha 1.2.6
field_1524_q,field_1524_q,Alpha 1.2.6
field_1525_p,neverSave,Alpha 1.2.6
field_1526_o,isModified,Alpha 1.2.6
field_1527_n,isTerrainPopulated,Alpha 1.2.6
field_1528_m,entities,Alpha 1.2.6
field_1529_l,chunkTileEntityMap,Alpha 1.2.6
field_1530_k,zPosition,Alpha 1.2.6
field_1531_j,xPosition,Alpha 1.2.6
field_1532_i,field_1532_i,Alpha 1.2.6
field_1533_h,heightMap,Alpha 1.2.6
field_1534_g,blocklightMap,Alpha 1.2.6
field_1535_f,skylightMap,Alpha 1.2.6
field_1536_e,data,Alpha 1.2.6
field_1537_d,worldObj,Alpha 1.2.6
field_1538_c,isChunkLoaded,Alpha 1.2.6
field_1539_b,blocks,Alpha 1.2.6
field_1540_a,field_1540_a,Alpha 1.2.6
field_1541_n,fontRenderer,Alpha 1.2.6
field_1543_l,playerZ,Alpha 1.2.6
field_1544_k,playerY,Alpha 1.2.6
field_1545_j,playerX,Alpha 1.2.6
field_1546_i,playerPitch,Alpha 1.2.6
field_1547_h,playerYaw,Alpha 1.2.6
field_1548_g,entityPlayer,Alpha 1.2.6
field_1549_f,worldObj,Alpha 1.2.6
field_1550_e,renderEngine,Alpha 1.2.6
field_1551_d,staticPlayerZ,Alpha 1.2.6
field_1552_c,staticPlayerY,Alpha 1.2.6
field_1553_b,staticPlayerX,Alpha 1.2.6
field_1554_a,instance,Alpha 1.2.6
field_1555_b,count,Alpha 1.2.6
field_1556_a,pathPoints,Alpha 1.2.6
field_1557_a,field_1557_a,Alpha 1.2.6
field_1558_z,DIFFICULTY_LEVELS,Alpha 1.2.6
field_1559_y,RENDER_DISTANCES,Alpha 1.2.6
field_1560_x,thirdPersonView,Alpha 1.2.6
field_1561_w,difficulty,Alpha 1.2.6
field_1562_v,numberOfOptions,Alpha 1.2.6
field_1563_u,mc,Alpha 1.2.6
field_1564_t,keyBindings,Alpha 1.2.6
field_1565_s,keyBindSneak,Alpha 1.2.6
field_1570_o,keyBindInventory,Alpha 1.2.6
field_1571_n,keyBindJump,Alpha 1.2.6
field_1572_m,keyBindRight,Alpha 1.2.6
field_1573_l,keyBindBack,Alpha 1.2.6
field_1574_k,keyBindLeft,Alpha 1.2.6
field_1575_j,keyBindForward,Alpha 1.2.6
field_1576_i,fancyGraphics,Alpha 1.2.6
field_1577_h,limitFramerate,Alpha 1.2.6
field_1578_g,anaglyph,Alpha 1.2.6
field_1579_f,viewBobbing,Alpha 1.2.6
field_1580_e,renderDistance,Alpha 1.2.6
field_1581_d,invertMouse,Alpha 1.2.6
field_1582_c,mouseSensitivity,Alpha 1.2.6
field_1583_b,soundVolume,Alpha 1.2.6
field_1584_a,musicVolume,Alpha 1.2.6
field_1585_a,field_1585_a,Alpha 1.2.6
field_1586_b,mcThread,Alpha 1.2.6
field_1587_a,mc,Alpha 1.2.6
field_1588_a,mc,Alpha 1.2.6
field_1589_b,count,Alpha 1.2.6
field_1590_a,slots,Alpha 1.2.6
field_1591_e,versionStamp,Alpha 1.2.6
field_1592_d,growFactor,Alpha 1.2.6
field_1593_c,threshold,Alpha 1.2.6
field_1594_a,field_1594_a,Alpha 1.2.6
field_1602_h,options,Alpha 1.2.6
field_1603_g,urlToImageDataMap,Alpha 1.2.6
field_1604_f,field_1604_f,Alpha 1.2.6
field_1605_e,imageData,Alpha 1.2.6
field_1606_d,singleIntBuffer,Alpha 1.2.6
field_1607_c,textureNameToImageMap,Alpha 1.2.6
field_1609_a,useMipmaps,Alpha 1.2.6
field_1610_b,classToStringMapping,Alpha 1.2.6
field_1611_a,stringToClassMapping,Alpha 1.2.6
field_1612_d,classToIDMapping,Alpha 1.2.6
field_1613_c,IDtoClassMapping,Alpha 1.2.6
field_1614_b,animationsToGo,Alpha 1.2.6
field_1615_a,stackSize,Alpha 1.2.6
field_1616_d,itemDamage,Alpha 1.2.6
field_1617_c,itemID,Alpha 1.2.6
field_1618_c,unusedList,Alpha 1.2.6
field_1619_b,craftResult,Alpha 1.2.6
field_1620_a,craftMatrix,Alpha 1.2.6
field_1621_b,craftResult,Alpha 1.2.6
field_1622_a,craftMatrix,Alpha 1.2.6
field_1623_z,field_1623_z,Alpha 1.2.6
field_1624_y,field_1624_y,Alpha 1.2.6
field_1630_D,field_1630_D,Alpha 1.2.6
field_1632_C,field_1632_C,Alpha 1.2.6
field_1634_B,field_1634_B,Alpha 1.2.6
field_1636_A,field_1636_A,Alpha 1.2.6
field_1653_a,SIN_TABLE,Alpha 1.2.6
field_1654_b,texturePositionX,Alpha 1.2.6
