SRG,MCP,Version
func_1040_a,func_1040_a,Alpha 1.2.6
func_1041_b,saveOptions,Alpha 1.2.6
func_1042_a,setKeyBinding,Alpha 1.2.6
func_1043_a,getKeyBinding,Alpha 1.2.6
func_1045_b,setOptionValue,Alpha 1.2.6
func_1046_b,getOptionControlType,Alpha 1.2.6
func_1047_d,getOptionDisplayString,Alpha 1.2.6
func_1048_a,setOptionFloatValue,Alpha 1.2.6
func_1049_c,getOptionFloatValue,Alpha 1.2.6
func_1050_a,parseFloat,Alpha 1.2.6
func_1051_a,func_1051_a,Alpha 1.2.6
func_1052_b,removeObject,Alpha 1.2.6
func_1053_a,insert,Alpha 1.2.6
func_1054_c,removeEntry,Alpha 1.2.6
func_1055_e,computeHash,Alpha 1.2.6
func_1056_d,getHash,Alpha 1.2.6
func_1057_a,lookup,Alpha 1.2.6
func_1058_a,clearMap,Alpha 1.2.6
func_1059_a,copyTo,Alpha 1.2.6
func_1060_f,grow,Alpha 1.2.6
func_1061_a,addKey,Alpha 1.2.6
func_1062_a,getSlotIndex,Alpha 1.2.6
func_1063_a,func_1063_a,Alpha 1.2.6
func_1064_values,func_1064_values,Alpha 1.2.6
func_1065_b,refreshTextures,Alpha 1.2.6
func_1066_a,registerTextureFX,Alpha 1.2.6
func_1067_a,func_1067_a,Alpha 1.2.6
func_1068_a,setupTexture,Alpha 1.2.6
func_1069_b,unwrapImageByColumns,Alpha 1.2.6
func_1070_a,getTexture,Alpha 1.2.6
func_1071_a,getTextureForDownloadableImage,Alpha 1.2.6
func_1072_a,averageColor,Alpha 1.2.6
func_1073_b,releaseImageData,Alpha 1.2.6
func_1074_a,allocateAndSetupTexture,Alpha 1.2.6
func_1075_a,obtainImageData,Alpha 1.2.6
func_1076_b,bindTexture,Alpha 1.2.6
func_1077_b,weightedAverageColor,Alpha 1.2.6
func_1078_a,deleteTexture,Alpha 1.2.6
func_1079_a,createEntityInWorld,Alpha 1.2.6
func_1080_a,addMapping,Alpha 1.2.6
func_1081_a,createEntityFromNBT,Alpha 1.2.6
func_1082_a,getEntityID,Alpha 1.2.6
func_1083_b,getEntityString,Alpha 1.2.6
func_1084_a,createEntity,Alpha 1.2.6
func_1085_a,splitStack,Alpha 1.2.6
func_1086_a,writeToNBT,Alpha 1.2.6
func_1087_a,hitBlock,Alpha 1.2.6
func_1088_b,getIconIndex,Alpha 1.2.6
func_1089_c,getMaxStackSize,Alpha 1.2.6
func_1090_a,useItem,Alpha 1.2.6
func_1091_a,getItem,Alpha 1.2.6
func_1092_a,hitEntity,Alpha 1.2.6
func_1093_a,useItemRightClick,Alpha 1.2.6
func_1094_d,getMaxDamage,Alpha 1.2.6
func_1095_a,getDamageVsEntity,Alpha 1.2.6
func_1096_b,readFromNBT,Alpha 1.2.6
func_1097_a,func_1097_a,Alpha 1.2.6
func_1098_a,getStrVsBlock,Alpha 1.2.6
func_1099_b,canHarvestBlock,Alpha 1.2.6
func_1100_b,useItemOnEntity,Alpha 1.2.6
func_1101_b,damageItem,Alpha 1.2.6
func_1102_e,copy,Alpha 1.2.6
func_1103_a,onCraftMatrixChanged,Alpha 1.2.6
func_1104_a,onCraftGuiClosed,Alpha 1.2.6
func_1105_values,func_1105_values,Alpha 1.2.6
func_1106_a,sin,Alpha 1.2.6
func_1107_a,abs_max,Alpha 1.2.6
func_1108_b,convertToBlockCoord,Alpha 1.2.6
func_1109_a,sqrt_double,Alpha 1.2.6
func_1110_d,convertToBlockCoord,Alpha 1.2.6
func_1111_a,bucketInt,Alpha 1.2.6
func_1112_e,abs,Alpha 1.2.6
func_1113_c,sqrt_float,Alpha 1.2.6
func_1114_b,cos,Alpha 1.2.6
func_1115_a,setTexturePosition,Alpha 1.2.6
func_1116_a,getRandomSound,Alpha 1.2.6
func_1117_a,addSound,Alpha 1.2.6
func_1118_a,getRandomSoundFromSoundPool,Alpha 1.2.6
func_1119_a,craft,Alpha 1.2.6
func_1120_a,getInstance,Alpha 1.2.6
func_1121_a,addRecipe,Alpha 1.2.6
func_1122_a,func_1122_a,Alpha 1.2.6
func_1123_d,getDirectFloatBuffer,Alpha 1.2.6
func_1124_a,generateDisplayLists,Alpha 1.2.6
func_1125_c,getDirectIntBuffer,Alpha 1.2.6
func_1126_a,deleteTexturesAndDisplayLists,Alpha 1.2.6
func_1127_b,getDirectByteBuffer,Alpha 1.2.6
func_1128_a,generateTextureNames,Alpha 1.2.6
func_1129_a,addToPath,Alpha 1.2.6
func_1130_a,createEntityPathTo,Alpha 1.2.6
func_1131_a,createEntityPathTo,Alpha 1.2.6
func_1132_a,getVerticalOffset,Alpha 1.2.6
func_1133_b,findPathOptions,Alpha 1.2.6
func_1134_a,createEntityPath,Alpha 1.2.6
func_1135_a,getSafePoint,Alpha 1.2.6
func_1136_a,openPoint,Alpha 1.2.6
func_1137_a,createEntityPathTo,Alpha 1.2.6
func_1138_a,func_1138_a,Alpha 1.2.6
func_1139_a,func_1139_a,Alpha 1.2.6
func_1140_a,func_1140_a,Alpha 1.2.6
func_1141_a,func_1141_a,Alpha 1.2.6
func_1142_a,func_1142_a,Alpha 1.2.6
func_1143_a,writeGzippedCompoundToOutputStream,Alpha 1.2.6
func_1144_c,func_1144_c,Alpha 1.2.6
func_1145_d,func_1145_d,Alpha 1.2.6
func_1146_a,func_1146_a,Alpha 1.2.6
func_1147_b,func_1147_b,Alpha 1.2.6
func_1148_a,func_1148_a,Alpha 1.2.6
func_1152_a,func_1152_a,Alpha 1.2.6
func_1153_b,func_1153_b,Alpha 1.2.6
func_1154_a,func_1154_a,Alpha 1.2.6
func_1155_a,func_1155_a,Alpha 1.2.6
func_1156_a,func_1156_a,Alpha 1.2.6
func_1157_a,func_1157_a,Alpha 1.2.6
func_1158_b,enableStandardItemLighting,Alpha 1.2.6
func_1159_a,disableStandardItemLighting,Alpha 1.2.6
func_1160_c,copy,Alpha 1.2.6
func_1161_b,getBoundingBoxFromPool,Alpha 1.2.6
func_1162_c,func_1162_c,Alpha 1.2.6
func_1163_a,func_1163_a,Alpha 1.2.6
func_1164_b,getAverageEdgeLength,Alpha 1.2.6
func_1165_c,setBounds,Alpha 1.2.6
func_1166_c,getOffsetBoundingBox,Alpha 1.2.6
func_1167_a,isVecInYZ,Alpha 1.2.6
func_1168_a,getBoundingBox,Alpha 1.2.6
func_1169_a,func_1169_a,Alpha 1.2.6
func_1170_a,addCoord,Alpha 1.2.6
func_1171_b,setBB,Alpha 1.2.6
func_1172_b,func_1172_b,Alpha 1.2.6
func_1174_d,offset,Alpha 1.2.6
func_1175_b,isVecInXZ,Alpha 1.2.6
func_1176_c,isVecInXY,Alpha 1.2.6
func_1177_b,expands,Alpha 1.2.6
func_1178_a,intersectsWith,Alpha 1.2.6
func_1179_a,isAssigned,Alpha 1.2.6
func_1180_a,distanceTo,Alpha 1.2.6
func_1182_a,matchRecipe,Alpha 1.2.6
func_1183_b,createResult,Alpha 1.2.6
func_1184_a,getRecipeSize,Alpha 1.2.6
func_1185_a,matches,Alpha 1.2.6
func_1186_a,func_1186_a,Alpha 1.2.6
func_1187_b,func_1187_b,Alpha 1.2.6
func_1188_a,func_1188_a,Alpha 1.2.6
func_1189_a,func_1189_a,Alpha 1.2.6
func_1190_b,func_1190_b,Alpha 1.2.6
func_1191_a,func_1191_a,Alpha 1.2.6
func_1192_a,func_1192_a,Alpha 1.2.6
func_1193_a,func_1193_a,Alpha 1.2.6
func_1194_f,MarkDirty,Alpha 1.2.6
func_1195_b,func_1195_b,Alpha 1.2.6
func_1196_e,func_1196_e,Alpha 1.2.6
func_1197_a,func_1197_a,Alpha 1.2.6
func_1198_a,func_1198_a,Alpha 1.2.6
func_1199_a,func_1199_a,Alpha 1.2.6
func_1200_a,func_1200_a,Alpha 1.2.6
func_1201_d,func_1201_d,Alpha 1.2.6
func_1202_a,func_1202_a,Alpha 1.2.6
func_1203_g,func_1203_g,Alpha 1.2.6
func_1204_c,func_1204_c,Alpha 1.2.6
func_1205_a,getPosition,Alpha 1.2.6
func_1206_a,incrementPathIndex,Alpha 1.2.6
func_1207_b,isFinished,Alpha 1.2.6
func_1208_b,closeMinecraft,Alpha 1.2.6
func_1209_a,loadResource,Alpha 1.2.6
func_1210_a,reloadResources,Alpha 1.2.6
func_1211_a,downloadAndInstallResource,Alpha 1.2.6
func_1212_a,downloadResource,Alpha 1.2.6
func_1213_a,checkARBOcclusion,Alpha 1.2.6
func_1214_n,renderBlockStairs,Alpha 1.2.6
func_1216_f,renderBlockMinecartTrack,Alpha 1.2.6
func_1217_b,renderTopFace,Alpha 1.2.6
func_1218_o,renderBlockDoor,Alpha 1.2.6
func_1219_a,func_1219_a,Alpha 1.2.6
func_1220_c,renderEastFace,Alpha 1.2.6
func_1221_g,renderBlockLadder,Alpha 1.2.6
func_1222_j,renderBlockFluids,Alpha 1.2.6
func_1223_a,renderBlockUsingTexture,Alpha 1.2.6
func_1224_a,func_1224_a,Alpha 1.2.6
func_12243_a,func_12243_a,Alpha 1.2.6
func_12244_a,func_12244_a,Alpha 1.2.6
func_12245_a,func_12245_a,Alpha 1.2.6
func_12246_a,func_12246_a,Alpha 1.2.6
func_12247_b,func_12247_b,Alpha 1.2.6
func_12248_a,func_12248_a,Alpha 1.2.6
func_1225_d,renderWestFace,Alpha 1.2.6
func_1226_h,renderBlockReed,Alpha 1.2.6
func_1227_a,func_1227_a,Alpha 1.2.6
func_1228_k,renderStandardBlock,Alpha 1.2.6
func_1229_c,renderBlockLever,Alpha 1.2.6
func_1230_b,func_1230_b,Alpha 1.2.6
func_1231_e,renderNorthFace,Alpha 1.2.6
func_1232_i,renderBlockCrops,Alpha 1.2.6
func_1233_l,renderBlockCactus,Alpha 1.2.6
func_1234_a,renderBlockByRenderType,Alpha 1.2.6
func_1235_d,renderBlockFire,Alpha 1.2.6
func_1236_f,renderSouthFace,Alpha 1.2.6
func_1237_a,renderTorchAtAngle,Alpha 1.2.6
func_1238_a,func_1238_a,Alpha 1.2.6
func_1239_a,func_1239_a,Alpha 1.2.6
func_1240_m,renderBlockFence,Alpha 1.2.6
func_1241_b,renderBlockTorch,Alpha 1.2.6
func_1242_e,renderBlockRedstoneWire,Alpha 1.2.6
func_1243_a,func_1243_a,Alpha 1.2.6
func_1244_a,renderBottomFace,Alpha 1.2.6
func_1245_b,func_1245_b,Alpha 1.2.6
func_1246_b,crossProduct,Alpha 1.2.6
func_1247_a,getIntermediateWithXValue,Alpha 1.2.6
func_1248_b,createVector,Alpha 1.2.6
func_1249_b,rotateAroundY,Alpha 1.2.6
func_1250_b,getIntermediateWithYValue,Alpha 1.2.6
func_1251_c,distanceTo,Alpha 1.2.6
func_1252_b,normalize,Alpha 1.2.6
func_1253_c,lengthVector,Alpha 1.2.6
func_1254_e,setComponents,Alpha 1.2.6
func_1255_d,squareDistanceTo,Alpha 1.2.6
func_1256_c,getIntermediateWithZValue,Alpha 1.2.6
func_1257_c,addVector,Alpha 1.2.6
func_1258_a,rotateAroundX,Alpha 1.2.6
func_1259_a,initialize,Alpha 1.2.6
func_1260_a,createVectorHelper,Alpha 1.2.6
func_1261_d,squareDistanceTo,Alpha 1.2.6
func_1262_a,func_1262_a,Alpha 1.2.6
func_1263_a,getDataFolder,Alpha 1.2.6
func_1264_a,func_1264_a,Alpha 1.2.6
func_1265_d,func_1265_d,Alpha 1.2.6
func_1266_a,func_1266_a,Alpha 1.2.6
func_1267_a,func_1267_a,Alpha 1.2.6
func_1268_a,func_1268_a,Alpha 1.2.6
func_1269_e,func_1269_e,Alpha 1.2.6
func_1270_b,func_1270_b,Alpha 1.2.6
func_1271_a,func_1271_a,Alpha 1.2.6
func_1272_b,func_1272_b,Alpha 1.2.6
func_1273_c,func_1273_c,Alpha 1.2.6
func_140_a,func_140_a,Alpha 1.2.6
func_141_b,doRenderShadowAndFire,Alpha 1.2.6
func_142_a,renderAABB,Alpha 1.2.6
func_144_c,renderShadow,Alpha 1.2.6
func_145_a,renderShadowOnBlock,Alpha 1.2.6
func_146_a,renderOffsetAABB,Alpha 1.2.6
func_147_a,doRender,Alpha 1.2.6
func_148_a,renderEntityOnFire,Alpha 1.2.6
func_149_b,getWorldFromRenderManager,Alpha 1.2.6
func_151_a,loadTexture,Alpha 1.2.6
func_152_a,func_152_a,Alpha 1.2.6
func_15232_h,func_15232_h,Alpha 1.2.6
func_15233_j,func_15233_j,Alpha 1.2.6
func_15234_j,func_15234_j,Alpha 1.2.6
func_153_a,func_153_a,Alpha 1.2.6
func_154_a,func_154_a,Alpha 1.2.6
func_155_a,func_155_a,Alpha 1.2.6
func_156_a,func_156_a,Alpha 1.2.6
func_157_a,func_157_a,Alpha 1.2.6
func_158_a,func_158_a,Alpha 1.2.6
func_159_a,func_159_a,Alpha 1.2.6
func_160_a,func_160_a,Alpha 1.2.6
func_161_a,renderItemIntoGUI,Alpha 1.2.6
func_162_a,renderQuad,Alpha 1.2.6
func_163_a,renderTexturedQuad,Alpha 1.2.6
func_164_b,renderItemOverlayIntoGUI,Alpha 1.2.6
func_165_a,func_165_a,Alpha 1.2.6
func_166_a,func_166_a,Alpha 1.2.6
func_167_c,func_167_c,Alpha 1.2.6
func_170_d,func_170_d,Alpha 1.2.6
func_171_a,func_171_a,Alpha 1.2.6
func_172_a,func_172_a,Alpha 1.2.6
func_173_a,func_173_a,Alpha 1.2.6
func_175_a,func_175_a,Alpha 1.2.6
func_176_a,func_176_a,Alpha 1.2.6
func_177_a,func_177_a,Alpha 1.2.6
func_178_a,func_178_a,Alpha 1.2.6
func_179_a,func_179_a,Alpha 1.2.6
func_180_a,func_180_a,Alpha 1.2.6
func_181_a,func_181_a,Alpha 1.2.6
func_182_a,func_182_a,Alpha 1.2.6
func_183_a,func_183_a,Alpha 1.2.6
func_184_a,func_184_a,Alpha 1.2.6
func_185_b,drawFirstPersonHand,Alpha 1.2.6
func_186_b,func_186_b,Alpha 1.2.6
func_187_a,func_187_a,Alpha 1.2.6
func_188_a,func_188_a,Alpha 1.2.6
func_190_a,func_190_a,Alpha 1.2.6
func_191_a,func_191_a,Alpha 1.2.6
func_192_a,onItemUse,Alpha 1.2.6
func_193_a,onItemRightClick,Alpha 1.2.6
func_196_a,getIconIndex,Alpha 1.2.6
func_197_c,getMaxDamage,Alpha 1.2.6
func_200_b,getItemStackLimit,Alpha 1.2.6
func_203_a,hitBlock,Alpha 1.2.6
func_204_a,getStrVsBlock,Alpha 1.2.6
func_207_d,colorMultiplier,Alpha 1.2.6
func_208_a,updateTick,Alpha 1.2.6
func_209_d,canProvidePower,Alpha 1.2.6
func_210_f,getRenderType,Alpha 1.2.6
func_211_a,getBlockTexture,Alpha 1.2.6
func_212_i,unusedMethod,Alpha 1.2.6
func_213_a,setBlockBounds,Alpha 1.2.6
func_214_b,onBlockRemoval,Alpha 1.2.6
func_215_a,setLightValue,Alpha 1.2.6
func_216_a,dropBlockAsItemWithChance,Alpha 1.2.6
func_217_b,allowsAttachment,Alpha 1.2.6
func_218_a,getBlockTextureFromSide,Alpha 1.2.6
func_219_b,setResistance,Alpha 1.2.6
func_220_a_,harvestBlock,Alpha 1.2.6
func_221_d,getCollisionBoundingBoxFromPool,Alpha 1.2.6
func_222_c,setHardness,Alpha 1.2.6
func_223_g,canBlockStay,Alpha 1.2.6
func_224_a,canCollideCheck,Alpha 1.2.6
func_225_a,func_225_a,Alpha 1.2.6
func_226_a,onNeighborBlockChange,Alpha 1.2.6
func_227_a,func_227_a,Alpha 1.2.6
func_228_c,isIndirectlyPoweringTo,Alpha 1.2.6
func_229_a,quantityDropped,Alpha 1.2.6
func_230_a,getCollidingBoundingBoxes,Alpha 1.2.6
func_231_b,isPoweringTo,Alpha 1.2.6
func_232_a,getBlockTextureFromSideAndMetadata,Alpha 1.2.6
func_233_b,onBlockClicked,Alpha 1.2.6
func_234_g,func_234_g,Alpha 1.2.6
func_235_e,onBlockAdded,Alpha 1.2.6
func_236_b,onEntityCollidedWithBlock,Alpha 1.2.6
func_237_e,func_237_e,Alpha 1.2.6
func_238_a,setBlockBoundsBasedOnState,Alpha 1.2.6
func_240_a,idDropped,Alpha 1.2.6
func_241_c,getBlockBrightness,Alpha 1.2.6
func_242_c,renderAsNormalBlock,Alpha 1.2.6
func_243_a,canPlaceBlockAt,Alpha 1.2.6
func_244_a,isVecInsideYZBounds,Alpha 1.2.6
func_245_h,isCollidable,Alpha 1.2.6
func_246_f,getSelectedBoundingBoxFromPool,Alpha 1.2.6
func_247_b,randomDisplayTick,Alpha 1.2.6
func_249_b,isVecInsideXZBounds,Alpha 1.2.6
func_250_a,blockActivated,Alpha 1.2.6
func_251_c,isVecInsideXYBounds,Alpha 1.2.6
func_252_b,onBlockDestroyedByPlayer,Alpha 1.2.6
func_253_b,setTickOnLoad,Alpha 1.2.6
func_254_a,onEntityWalking,Alpha 1.2.6
func_255_a,collisionRayTrace,Alpha 1.2.6
func_256_d,setLightOpacity,Alpha 1.2.6
func_257_a,velocityToAddToEntity,Alpha 1.2.6
func_258_d,onBlockPlaced,Alpha 1.2.6
func_259_b_,dropBlockAsItem,Alpha 1.2.6
func_260_c,isSideInsideCoordinate,Alpha 1.2.6
func_261_b,canBlockCatchFire,Alpha 1.2.6
func_262_i,getChanceOfNeighborsEncouragingFire,Alpha 1.2.6
func_263_h,func_263_h,Alpha 1.2.6
func_264_a,setBurnRate,Alpha 1.2.6
func_265_g,getChanceToEncourageFire,Alpha 1.2.6
func_266_a,tryToCatchBlockOnFire,Alpha 1.2.6
func_267_h,checkIfAttachedToBlock,Alpha 1.2.6
func_268_h,func_268_h,Alpha 1.2.6
func_269_b,canThisPlantGrowOnThisBlockID,Alpha 1.2.6
func_270_i,getGrowthRate,Alpha 1.2.6
func_271_h,func_271_h,Alpha 1.2.6
func_273_a,checkForBurnout,Alpha 1.2.6
func_274_i,func_274_i,Alpha 1.2.6
func_275_h,func_275_h,Alpha 1.2.6
func_279_b,isPowerProviderOrWire,Alpha 1.2.6
func_280_h,updateAndPropagateCurrentStrength,Alpha 1.2.6
func_281_g,getMaxCurrentStrength,Alpha 1.2.6
func_282_i,notifyWireNeighborsOfNeighborChange,Alpha 1.2.6
func_283_a_,SetBlockEntity,Alpha 1.2.6
func_284_h,func_284_h,Alpha 1.2.6
func_285_a,updateFurnaceBlockState,Alpha 1.2.6
func_286_h,isThereANeighborChest,Alpha 1.2.6
func_287_j,checkForHarden,Alpha 1.2.6
func_288_b,func_288_b,Alpha 1.2.6
func_289_b,func_289_b,Alpha 1.2.6
func_290_h,func_290_h,Alpha 1.2.6
func_291_e,func_291_e,Alpha 1.2.6
func_292_i,func_292_i,Alpha 1.2.6
func_293_a,func_293_a,Alpha 1.2.6
func_295_l,func_295_l,Alpha 1.2.6
func_296_f,func_296_f,Alpha 1.2.6
func_297_k,func_297_k,Alpha 1.2.6
func_298_m,func_298_m,Alpha 1.2.6
func_299_g,func_299_g,Alpha 1.2.6
func_300_a,func_300_a,Alpha 1.2.6
func_301_k,func_301_k,Alpha 1.2.6
func_303_h,checkBlockCoordValid,Alpha 1.2.6
func_305_h,func_305_h,Alpha 1.2.6
func_308_h,func_308_h,Alpha 1.2.6
func_310_a,setGraphicsLevel,Alpha 1.2.6
func_311_a,func_311_a,Alpha 1.2.6
func_312_c,func_312_c,Alpha 1.2.6
func_313_b,func_313_b,Alpha 1.2.6
func_314_h,func_314_h,Alpha 1.2.6
func_315_h,tryToFall,Alpha 1.2.6
func_316_a_,canFallBelow,Alpha 1.2.6
func_317_e,ejectRecord,Alpha 1.2.6
func_318_h,setStateIfMobInteractsWithPlate,Alpha 1.2.6
func_319_i,func_319_i,Alpha 1.2.6
func_320_h,func_320_h,Alpha 1.2.6
func_321_a,addIdClassMapping,Alpha 1.2.6
func_322_a,writePacketData,Alpha 1.2.6
func_323_a,processPacket,Alpha 1.2.6
func_324_b,readPacket,Alpha 1.2.6
func_325_a,getNewPacket,Alpha 1.2.6
func_326_b,getPacketId,Alpha 1.2.6
func_327_a,readPacketData,Alpha 1.2.6
func_328_a,writePacket,Alpha 1.2.6
func_329_a,getPacketSize,Alpha 1.2.6
func_330_b,closeMinecraft,Alpha 1.2.6
func_331_a,func_331_a,Alpha 1.2.6
func_335_a,onSoundOptionsChanged,Alpha 1.2.6
func_336_b,func_336_b,Alpha 1.2.6
func_337_a,func_337_a,Alpha 1.2.6
func_338_a,func_338_a,Alpha 1.2.6
func_339_d,tryToSetLibraryAndCodecs,Alpha 1.2.6
func_340_a,func_340_a,Alpha 1.2.6
func_342_a,func_342_a,Alpha 1.2.6
func_343_a,func_343_a,Alpha 1.2.6
func_344_a,func_344_a,Alpha 1.2.6
func_345_I,func_345_I,Alpha 1.2.6
func_346_d,func_346_d,Alpha 1.2.6
func_347_a,setPosition,Alpha 1.2.6
func_348_f,addVelocity,Alpha 1.2.6
func_349_c,moveEntity,Alpha 1.2.6
func_350_p,func_350_p,Alpha 1.2.6
func_351_a,func_351_a,Alpha 1.2.6
func_352_a,writeEntityToNBT,Alpha 1.2.6
func_353_a,interact,Alpha 1.2.6
func_354_B,isEntityAlive,Alpha 1.2.6
func_355_a,func_355_a,Alpha 1.2.6
func_357_b,readEntityFromNBT,Alpha 1.2.6
func_358_c,func_358_c,Alpha 1.2.6
func_359_G,handleLavaMovement,Alpha 1.2.6
func_360_d,getDistanceSq,Alpha 1.2.6
func_361_e,getDistance,Alpha 1.2.6
func_363_d,writeToNBT,Alpha 1.2.6
func_364_b,addToPlayerScore,Alpha 1.2.6
func_365_c,setLocationAndAngles,Alpha 1.2.6
func_366_i_,func_366_i_,Alpha 1.2.6
func_367_b,dropItem,Alpha 1.2.6
func_368_e,readFromNBT,Alpha 1.2.6
func_370_e_,onUpdate,Alpha 1.2.6
func_371_a,setSize,Alpha 1.2.6
func_372_f_,func_372_f_,Alpha 1.2.6
func_373_s,func_373_s,Alpha 1.2.6
func_374_q,preparePlayerToSpawn,Alpha 1.2.6
func_375_a,func_375_a,Alpha 1.2.6
func_376_c,setRotation,Alpha 1.2.6
func_377_a,func_377_a,Alpha 1.2.6
func_378_a,setPositionAndRotation2,Alpha 1.2.6
func_379_d,getDistanceToEntity,Alpha 1.2.6
func_380_f,applyEntityCollision,Alpha 1.2.6
func_381_o,func_381_o,Alpha 1.2.6
func_382_a,getEntityBrightness,Alpha 1.2.6
func_383_b_,func_383_b_,Alpha 1.2.6
func_384_a,func_384_a,Alpha 1.2.6
func_385_d_,canBePushed,Alpha 1.2.6
func_387_e,getDistanceSqToEntity,Alpha 1.2.6
func_388_v,func_388_v,Alpha 1.2.6
func_389_H,getEntityString,Alpha 1.2.6
func_390_a,func_390_a,Alpha 1.2.6
func_391_y,func_391_y,Alpha 1.2.6
func_392_h_,func_392_h_,Alpha 1.2.6
func_393_a,isInsideOfMaterial,Alpha 1.2.6
func_394_a,dropItemWithOffset,Alpha 1.2.6
func_395_F,setEntityDead,Alpha 1.2.6
func_396_a,attackEntity,Alpha 1.2.6
func_397_g_,handleWaterMovement,Alpha 1.2.6
func_398_a,setWorld,Alpha 1.2.6
func_399_b,setPositionAndRotation,Alpha 1.2.6
func_400_c,fall,Alpha 1.2.6
func_4007_a,func_4007_a,Alpha 1.2.6
func_4009_a,setRenderManager,Alpha 1.2.6
func_401_c_,canBeCollidedWith,Alpha 1.2.6
func_4011_a,func_4011_a,Alpha 1.2.6
func_4012_a,func_4012_a,Alpha 1.2.6
func_4013_a,func_4013_a,Alpha 1.2.6
func_4014_a,func_4014_a,Alpha 1.2.6
func_4015_a,func_4015_a,Alpha 1.2.6
func_4016_e,setFull3D,Alpha 1.2.6
func_4017_a,isFull3D,Alpha 1.2.6
func_4018_a,canHarvestBlock,Alpha 1.2.6
func_4019_b,func_4019_b,Alpha 1.2.6
func_402_h,func_402_h,Alpha 1.2.6
func_4020_a,getDamageVsEntity,Alpha 1.2.6
func_4021_a,hitEntity,Alpha 1.2.6
func_4022_a,setIconIndex,Alpha 1.2.6
func_4023_b,shouldRotateAroundWhenRendering,Alpha 1.2.6
func_4024_a,setStepSound,Alpha 1.2.6
func_4025_d,tickRate,Alpha 1.2.6
func_4026_a,onBlockPlacedBy,Alpha 1.2.6
func_4027_c,onBlockDestroyedByExplosion,Alpha 1.2.6
func_403_b,func_403_b,Alpha 1.2.6
func_4031_h,func_4031_h,Alpha 1.2.6
func_4032_a_,tryToCreatePortal,Alpha 1.2.6
func_4033_c,func_4033_c,Alpha 1.2.6
func_4034_G,func_4034_G,Alpha 1.2.6
func_4035_j_,func_4035_j_,Alpha 1.2.6
func_4037_H,func_4037_H,Alpha 1.2.6
func_4038_J,func_4038_J,Alpha 1.2.6
func_4039_q,func_4039_q,Alpha 1.2.6
func_404_c,func_404_c,Alpha 1.2.6
func_4041_a,func_4041_a,Alpha 1.2.6
func_4042_a,func_4042_a,Alpha 1.2.6
func_4043_i,func_4043_i,Alpha 1.2.6
func_4044_a,damageEntity,Alpha 1.2.6
func_4045_l,getHeldItem,Alpha 1.2.6
func_4049_h,becomeAngryAt,Alpha 1.2.6
func_405_d,func_405_d,Alpha 1.2.6
func_4050_a,func_4050_a,Alpha 1.2.6
func_4052_a,displayGUIEditSign,Alpha 1.2.6
func_4056_N,func_4056_N,Alpha 1.2.6
func_4057_a,func_4057_a,Alpha 1.2.6
func_4058_b,func_4058_b,Alpha 1.2.6
func_4059_a,func_4059_a,Alpha 1.2.6
func_406_a,func_406_a,Alpha 1.2.6
func_4060_a,generateTerrain,Alpha 1.2.6
func_4061_a,func_4061_a,Alpha 1.2.6
func_4062_a,replaceBlocksForBiome,Alpha 1.2.6
func_4063_a,func_4063_a,Alpha 1.2.6
func_4064_a,func_4064_a,Alpha 1.2.6
func_4065_b,func_4065_b,Alpha 1.2.6
